ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'MUNICIPALIDAD DISTRITAL DE AMANTANI',PUNO,PUNO,AMANTANI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,PUNO,AMANTANI,58725,1250,'Persona Juridica','ALMACENES CORONADO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE AMANTANI',PUNO,PUNO,AMANTANI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,PUNO,AMANTANI,40821,1250,'Persona Juridica','NEGOCIOS AMCF S.R.L.',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO',CUSCO,CUSCO,WANCHAQ,Bien,INTERIOR,'GOBIERNO NACIONAL',CUSCO,CUSCO,WANCHAQ,53800,800,'Persona Natural','ALVARADO MORE ESTELA MARIA DEL ROSARIO',?,'PROD. ASEO Y LIMPIEZA'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,335700,33570,'Persona Juridica','GRUPO JÓVER BIENES Y SERVICIOS E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ICA - HOSPITAL DE APOYO SANTA MARIA DEL SOCORRO',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,360000,1,'Persona Juridica','CORPORACION DACMAR S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN PIURA',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',Bien,INTERIOR,'GOBIERNO NACIONAL',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',451400,46500,'Persona Natural','YAIPEN ISMINIO PAULO CESAR',?,'PROD. ASEO Y LIMPIEZA'
'POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO',CUSCO,CUSCO,WANCHAQ,Bien,INTERIOR,'GOBIERNO NACIONAL',CUSCO,CUSCO,WANCHAQ,240608,16480,'Persona Juridica','DIGOSUR E.I.R.L.',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO',CUSCO,CUSCO,WANCHAQ,Bien,INTERIOR,'GOBIERNO NACIONAL',CUSCO,CUSCO,WANCHAQ,240608,16480,'Persona Juridica','DIGOSUR E.I.R.L.',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO',CUSCO,CUSCO,WANCHAQ,Bien,INTERIOR,'GOBIERNO NACIONAL',CUSCO,CUSCO,WANCHAQ,277830,50670,'Persona Juridica','MULTISERVICIOS IDEADOS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ICA - U.E. 404 HOSPITAL SAN JUAN DE DIOS PISCO',ICA,PISCO,PISCO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,PISCO,PISCO,184600,1,'Persona Juridica','EMPRESA DE SERVICIOS MULTIPLES SAM S.A.C.',?,'LIMPIEZA Y FUMIGACIÓN'
'GOBIERNO REGIONAL DE MOQUEGUA - HOSPITAL REGIONAL DE MOQUEGUA',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,115200,3000,'Persona Juridica','MARKETING Y LOGISTICA PERU S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'PROGRAMA NACIONAL DE SANEAMIENTO RURAL',LIMA,LIMA,MIRAFLORES,Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,136800,1,'Persona Juridica','MAYTA INVERSIONES E.I.R.L.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'MUNICIPALIDAD DISTRITAL DE ECHARATI',CUSCO,'LA CONVENCION',ECHARATE,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CUSCO,'LA CONVENCION',ECHARATE,200000,1,'Persona Natural','QUISPE SAIRE ELIANA',?,ALIMENTOS
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,521100,5,'Persona Juridica','AMERICA LAB SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,'MARIANO MELGAR',764100,382050,'Persona Natural','MELGAR CRUZADO DE LLONTOP EDY DEL PILAR',?,ALIMENTOS
'GOBIERNO REGIONAL DE CAJAMARCA-SALUD CUTERVO',CAJAMARCA,CUTERVO,CUTERVO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,CUTERVO,CUTERVO,72000,5000,'Persona Juridica','ABASTECIMIENTO MEDICO TOTAL S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN HUÁNUCO - SAN MARTÍN - UCAYALI',HUANUCO,HUANUCO,HUANUCO,Bien,INTERIOR,'GOBIERNO NACIONAL',HUANUCO,HUANUCO,HUANUCO,91350,1,'Persona Natural','MORZAN BELAUNDE JOSE GUSTAVO ALBERTO',?,'OTROS BIENES'
'MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA',PUNO,'SAN ROMAN',JULIACA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,'SAN ROMAN',JULIACA,137500,25000,'Persona Juridica','CONSORCIO FAHE SOCIEDAD ANONIMA CERRADA',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Bien,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,794000,16000,'Persona Juridica','TEXTIL BELLA ANGIE S.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Bien,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,220000,12000,'Persona Juridica','HIGIENE Y LIMPIEZA S.R.LTDA.',?,'PROD. ASEO Y LIMPIEZA'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Bien,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,125000,5000,'Persona Juridica','GOLDEN IMPORT INTERNATIONAL E.I.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA',AREQUIPA,ISLAY,'DEAN VALDIVIA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',AREQUIPA,ISLAY,'DEAN VALDIVIA',100000,1,'Persona Juridica','SERVICIOS GENERALES SANVAL E.I.R.L.',?,ALIMENTOS
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,159300,1,'Persona Juridica','CORPORACION ALESVA SAC',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,106200,1,'Persona Juridica','CORPORACION ALESVA SAC',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN HUÁNUCO - SAN MARTÍN - UCAYALI',HUANUCO,HUANUCO,HUANUCO,Bien,INTERIOR,'GOBIERNO NACIONAL',HUANUCO,HUANUCO,HUANUCO,225460,1,'Persona Natural','PEREZ PALACIOS JOHN HENRY',?,'OTROS BIENES'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN HUÁNUCO - SAN MARTÍN - UCAYALI',HUANUCO,HUANUCO,HUANUCO,Bien,INTERIOR,'GOBIERNO NACIONAL',HUANUCO,HUANUCO,HUANUCO,310450,1,'Persona Juridica','CORPORACION ALME E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,450000,2,'Persona Juridica','SPECTRUM INGENIEROS SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,189262.56,1,'Persona Juridica','M & S GROUPS S.A.C.',?,'OTROS SERVICIOS'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,60557.4,1,'Persona Juridica','OBRAS Y DISEÑOS JK E.I.R.L.',?,'OTROS SERVICIOS'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,98231.6,1,'Persona Juridica','REPRESENTACIONES Y SERVICIOS STEFFANY E.I.R.L.',?,'OTROS SERVICIOS'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,80689.2,1,'Persona Juridica','I & C CORPORATION S.A.C.',?,'OTROS SERVICIOS'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA',LIMA,LIMA,CHORRILLOS,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,148008.35,1,'Persona Juridica','GRUPO OLIVARES DELZ S.A.C.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE DESAGUADERO',PUNO,CHUCUITO,DESAGUADERO,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,CHUCUITO,DESAGUADERO,66000,20625,'Persona Juridica','AMERICAN FOODS PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - AMERICAN FOODS PERU E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,340000,2,'Persona Juridica','SPECTRUM INGENIEROS SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN HUÁNUCO - SAN MARTÍN - UCAYALI',HUANUCO,HUANUCO,HUANUCO,Bien,INTERIOR,'GOBIERNO NACIONAL',HUANUCO,HUANUCO,HUANUCO,210630,1,'Persona Juridica','CONTRATISTAS Y PROVEEDORES GENERALES REYVA S.A.C.',?,'OTROS BIENES'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN HUÁNUCO - SAN MARTÍN - UCAYALI',HUANUCO,HUANUCO,HUANUCO,Bien,INTERIOR,'GOBIERNO NACIONAL',HUANUCO,HUANUCO,HUANUCO,117709.8,1,'Persona Natural','REQUIZ CARBAJAL ANA',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE AJOYANI',PUNO,CARABAYA,AJOYANI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,CARABAYA,AJOYANI,99998.5,1,'Persona Juridica','CH CONSTRUCTORES EMPRESA INDIVIDUAL DE RESP. LTDA. - CH CONSTRUCTORES E.I.R.L.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS','MADRE DE DIOS',TAMBOPATA,'LAS PIEDRAS',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL','MADRE DE DIOS',TAMBOPATA,'LAS PIEDRAS',50001.92,1,'Persona Juridica','NEGOCIACIONES CAROLA E.I.R.L.',?,ALIMENTOS
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,373800,37380,'Persona Natural','CHUCHON PINEDA MARILYN KELLY',?,ALIMENTOS
'GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO',HUANUCO,HUANUCO,HUANUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANUCO,HUANUCO,HUANUCO,52960,4510,'Persona Juridica','CORPORACION VIRGEN MORENA DE GUADALUPE SAC',?,'MATERIAL Y EQUIPO MEDICO'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',TACNA,TACNA,TACNA,80391.05,73740,'Persona Juridica','SILVER LAKE S.A.C.',?,ALIMENTOS
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',TACNA,TACNA,TACNA,288308.95,258090,'Persona Juridica','LA GENOVESA AGROINDUSTRIAS S.A.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE PONTO',ANCASH,HUARI,PONTO,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUARI,PONTO,50000,1,'Persona Natural','GARCIA COTRINA JIMMY GIBSON',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - REGIÓN PIURA',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',Bien,INTERIOR,'GOBIERNO NACIONAL',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',153660,75122,'Persona Natural','ALCEDO ROSALES BARDO',?,ALIMENTOS
'MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI',PUNO,MELGAR,AYAVIRI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,MELGAR,AYAVIRI,58000,20000,'Persona Juridica','GRUPO MAGDIEL E.I.R.L.',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - REGIÓN PIURA',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',Bien,INTERIOR,'GOBIERNO NACIONAL',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',491204.16,169360,'Persona Juridica','MC PROYECTS AND INVESTMENTS S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA',PIURA,MORROPON,'SANTA CATALINA DE MOSSA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PIURA,MORROPON,'SANTA CATALINA DE MOSSA',99981,1,'Persona Juridica','REPRESENTACIONES VIRGEN DE LAS NIEVES S.A.C.',?,ALIMENTOS
'GOBIERNO REGIONAL DE PUNO-SALUD COLLAO',PUNO,'EL COLLAO',ILAVE,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,'EL COLLAO',ILAVE,87000,1,'Persona Juridica','ALBUJAR MEDICA S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE TINTA',CUSCO,CANCHIS,TINTA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CUSCO,CANCHIS,TINTA,100000,1,'Persona Juridica','GRUPO EFSA E HIJOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA',?,ALIMENTOS
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE INVESTIGACIÓN CRIMINAL Y APOYO A LA JUSTICIA',LIMA,LIMA,LIMA,Bien,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,150850,4310,'Persona Juridica','FINANCE GROUP G & P S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE INVESTIGACIÓN CRIMINAL Y APOYO A LA JUSTICIA',LIMA,LIMA,LIMA,Bien,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,1982400,3304,'Persona Juridica','UNIFORM SNIPER E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA',PUNO,'SAN ANTONIO DE PUTINA','PEDRO VILCA APAZA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,'SAN ANTONIO DE PUTINA','PEDRO VILCA APAZA',50000,1,'Persona Juridica','ALIMENTOS PROCESADOS COILA S.A.C.',?,ALIMENTOS
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',CALLAO,CALLAO,'LA PERLA',93726.81,15885.9,'Persona Juridica','SAN FERNANDO S.A.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE SINSICAP','LA LIBERTAD',OTUZCO,SINSICAP,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL','LA LIBERTAD',OTUZCO,SINSICAP,73851,30000,'Persona Juridica','COMERCIAL GRANOS DEL NORTE E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DEL CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR',CUSCO,CUSCO,'SAN JERONIMO',Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CUSCO,CUSCO,'SAN JERONIMO',53200,38,'Persona Natural','ARZUBIALDE PALOMINO KARINA',?,ALIMENTOS
'GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD AYACUCHO NORTE',AYACUCHO,HUANTA,HUANTA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUANTA,HUANTA,48000,1000,'Persona Juridica','BIOMEDICA SUPPLY S.A.C.',?,MEDICAMENTOS
'MUNICIPALIDAD DISTRITAL DE SANTA CRUZ - HUAYLAS',ANCASH,HUAYLAS,'SANTA CRUZ',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUAYLAS,'SANTA CRUZ',100000,1,'Persona Natural','PACHECO REGALADO ARMIN JULIO',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE GAMARRA',APURIMAC,GRAU,GAMARRA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',APURIMAC,GRAU,GAMARRA,100000,8,'Persona Juridica','CORPORACION NUTRIANDINA SOCIEDAD COMERCIA DE RESPONSABILIDAD LIMITADA - CORP. NUTRIANDINA S.R.L.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE PACCHA - JAUJA',JUNIN,JAUJA,PACCHA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',JUNIN,JAUJA,PACCHA,48288,1,'Persona Natural','CORONEL EGOAVIL MERCEDES PILAR',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE SAN ANTON',PUNO,AZANGARO,'SAN ANTON',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,AZANGARO,'SAN ANTON',58037,1,'Persona Juridica','ARIKEY PERU E.I.R.L.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE SAN ANTON',PUNO,AZANGARO,'SAN ANTON',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,AZANGARO,'SAN ANTON',41963,1,'Persona Juridica','CORPORACION LM DIAZ SOCIEDAD ANONIMA CERRADA',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE PINTO RECODO','SAN MARTIN',LAMAS,'PINTO RECODO',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL','SAN MARTIN',LAMAS,'PINTO RECODO',99996.82,42009,'Persona Juridica','COMERCIAL & PROCESADORA BELEN E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS',LORETO,MAYNAS,IQUITOS,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',LORETO,MAYNAS,IQUITOS,156000,1,'Persona Juridica','BRUNNER CONSULTORES & SERVICIOS S.A.C',?,'LIMPIEZA Y FUMIGACIÓN'
'EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MARAÑON S.A.',CAJAMARCA,JAEN,JAEN,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,'SAN IGNACIO','SAN IGNACIO',178275.5,1,'Persona Juridica','COMERCIAL EL CHOTANITO SOC. RESP. LTDA.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO',HUANUCO,HUANUCO,HUANUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANUCO,HUANUCO,HUANUCO,86399.43,6619,'Persona Juridica','INVERSIONES RIO AZUL SOCIEDAD DE RESPONSABILIDAD LIMITADA',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO',HUANUCO,HUANUCO,HUANUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANUCO,HUANUCO,HUANUCO,37335,2109,'Persona Juridica','MULTISERVICIOS W N & J EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'PROD. ASEO Y LIMPIEZA'
'MUNICIPALIDAD DISTRITAL DE SITABAMBA','LA LIBERTAD','SANTIAGO DE CHUCO',SITABAMBA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL','LA LIBERTAD','SANTIAGO DE CHUCO',SITABAMBA,91007.8,986,'Persona Juridica','CORPORACION DYK JHOSEPH S.A.C',?,ALIMENTOS
'GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD AYACUCHO NORTE',AYACUCHO,HUANTA,HUANTA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUANTA,HUANTA,109500,15000,'Persona Juridica','REPRESENTACIONES GENERALES JHOVAN PERU SOCIEDAD ANONIMA CERRADA - R.G. JHOPESAC.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE SANTA ROSA MAZOCRUZ - EL COLLAO',PUNO,'EL COLLAO','SANTA ROSA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,'EL COLLAO','SANTA ROSA',44590,17150,'Persona Juridica','DISTRIBUCIONES MELENDEZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA- D. MELENDEZ E.I.R.L.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE PICHANAKI',JUNIN,CHANCHAMAYO,PICHANAQUI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',JUNIN,CHANCHAMAYO,PICHANAQUI,70098.6,28380,'Persona Natural','GARCIA ARIAS CELINDA NORMA',?,ALIMENTOS
'GOBIERNO REGIONAL DE PUNO-SALUD COLLAO',PUNO,'EL COLLAO',ILAVE,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,'EL COLLAO',ILAVE,84100,3,'Persona Juridica','AXA TEAM S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE UCAYALI-HOSPITAL DE APOYO DE PUCALLPA',UCAYALI,'CORONEL PORTILLO',CALLERIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO',YARINACOCHA,59690,1,'Persona Natural','LAO LOBO CLAUDIA KAREN',?,'PROD. ASEO Y LIMPIEZA'
'PROGRAMA NACIONAL DE SANEAMIENTO RURAL',LIMA,LIMA,MIRAFLORES,Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,167040,1,'Persona Juridica','MAYTA INVERSIONES E.I.R.L.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'GOBIERNO REGIONAL DE ICA - U.E. 404 HOSPITAL SAN JUAN DE DIOS PISCO',ICA,PISCO,PISCO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,PISCO,PISCO,54000,1,'Persona Juridica','DRUGSTORE BIOMEDICAL SM E.I.R.L.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR',LIMA,LIMA,'MAGDALENA DEL MAR',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,'MAGDALENA DEL MAR',133894.8,15,'Persona Juridica','REPRESENTACIONES ZURITA S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR',LIMA,LIMA,'MAGDALENA DEL MAR',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,'MAGDALENA DEL MAR',102500,3,'Persona Juridica','J & C COMERCIALIZADORA S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'PROGRAMA NACIONAL DE SANEAMIENTO URBANO',LIMA,LIMA,'SAN ISIDRO',Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',82500,1,'Persona Juridica','HEYSERG S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'PROGRAMA NACIONAL DE SANEAMIENTO URBANO',LIMA,LIMA,'SAN ISIDRO',Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',28320,1,'Persona Natural','TACHIBANA ATANACIO CESAR HERCULANO',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE SALUD UCAYALI',UCAYALI,'CORONEL PORTILLO',CALLERIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO',CALLERIA,52000,2000,'Persona Natural','TREJO LUGO YUDY INES',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ICA - U.E. 404 HOSPITAL SAN JUAN DE DIOS PISCO',ICA,PISCO,PISCO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,PISCO,PISCO,98000,1,'Persona Juridica','M & H INGENIEROS ICA E.I.R.L.',?,'OTROS SERVICIOS'
